FechaCont,ItemCode,Quantity,PrecioUnitario,SubTotal,CostoCalculado,DiferenciaCosto,ErrorAbsolutoCosto,ErrorRelativoCosto,ClasificacionDiferenciaMonetaria
2022-02-03,P003982,24.0,56.69,1360.56,1360.56,0.0,0.0,0.0,Coincidencia exacta
2022-01-06,P001200,20.0,68.0,1360.0,1360.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-08,PS00006,1.0,1360.0,1360.0,1360.0,0.0,0.0,0.0,Coincidencia exacta
2022-07-21,PS00006,1.0,1360.0,1360.0,1360.0,0.0,0.0,0.0,Coincidencia exacta
2023-01-03,PS00006,1.0,1360.0,1360.0,1360.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-22,PS00006,1.0,1360.0,1360.0,1360.0,0.0,0.0,0.0,Coincidencia exacta
2025-01-01,PS00006,1.0,,1360.0,,,,,No evaluable
2025-04-01,PS00006,1.0,,1360.0,,,,,No evaluable
2025-04-01,PS00006,1.0,,1360.0,,,,,No evaluable
2024-09-03,PS00006,1.0,,1360.0,,,,,No evaluable
2023-06-23,P002939,2.0,679.45,1358.9,1358.9,0.0,0.0,0.0,Coincidencia exacta
2022-07-05,P003920,20.0,67.91,1358.2,1358.1999999999998,2.2737367544323206e-13,2.2737367544323206e-13,1.6740809559949348e-16,Coincidencia exacta
2024-08-08,400115,10.0,,1356.52,,,,,No evaluable
2025-04-01,PS00006,1.0,,1355.84,,,,,No evaluable
2022-11-01,P006697,12.0,112.94,1355.28,1355.28,0.0,0.0,0.0,Coincidencia exacta
2021-03-09,P005439,3.0,450.9,1352.7,1352.6999999999998,2.2737367544323206e-13,2.2737367544323206e-13,1.680887672382879e-16,Coincidencia exacta
2023-01-11,P005264,2.0,676.01,1352.02,1352.02,0.0,0.0,0.0,Coincidencia exacta
2022-06-15,P005264,2.0,676.0,1352.0,1352.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-13,P001232,2.0,675.225,1350.45,1350.45,0.0,0.0,0.0,Coincidencia exacta
2021-02-13,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2021-02-22,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-22,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2021-06-11,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2021-07-15,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2022-01-14,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-13,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-13,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-22,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2022-12-09,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2023-01-18,P007168,3.0,450.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2023-01-18,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2023-06-01,P000379,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2023-06-12,P005735,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2023-06-19,PS00006,1.0,1350.0,1350.0,1350.0,0.0,0.0,0.0,Coincidencia exacta
2025-02-01,PS00006,1.0,,1350.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,1350.0,,,,,No evaluable
2024-08-13,PS00006,1.0,,1350.0,,,,,No evaluable
2024-11-12,PS00006,1.0,,1350.0,,,,,No evaluable
2021-10-01,P004494,12.0,112.41,1348.92,1348.92,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,PS00006,1.0,,1348.33,,,,,No evaluable
2022-04-04,PS00001,1.0,1346.9,1346.9,1346.9,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,1344.0,,,,,No evaluable
2025-05-01,306154,4.0,,1342.15,,,,,No evaluable
2025-06-01,305373,6.0,,1341.17,,,,,No evaluable
2022-09-20,P005728,2.0,670.0275,1340.055,1340.055,0.0,0.0,0.0,Coincidencia exacta
2021-02-02,PS00006,1.0,1340.0,1340.0,1340.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-04,PS00001,1.0,1340.0,1340.0,1340.0,0.0,0.0,0.0,Coincidencia exacta
2022-03-16,PS00006,1.0,1340.0,1340.0,1340.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-04,PS00001,1.0,1340.0,1340.0,1340.0,0.0,0.0,0.0,Coincidencia exacta
2022-07-18,PS00001,1.0,1340.0,1340.0,1340.0,0.0,0.0,0.0,Coincidencia exacta
2024-12-17,PS00006,1.0,,1340.0,,,,,No evaluable
2024-04-15,PS00006,1.0,,1340.0,,,,,No evaluable
2023-05-30,P006169,12.0,111.444083,1337.328996,1337.3289960000002,-2.2737367544323206e-13,2.2737367544323206e-13,1.700207474176624e-16,Coincidencia exacta
2023-09-11,P005712,2.0,667.92,1335.84,1335.84,0.0,0.0,0.0,Coincidencia exacta
2022-08-11,P005572,3.0,445.08,1335.24,1335.24,0.0,0.0,0.0,Coincidencia exacta
2022-07-01,P004625,2.0,667.2,1334.4,1334.4,0.0,0.0,0.0,Coincidencia exacta
2021-04-06,PS00006,1.0,1334.0,1334.0,1334.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-06,PS00006,1.0,1334.0,1334.0,1334.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-06,PS00006,1.0,1334.0,1334.0,1334.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-06,PS00006,1.0,1334.0,1334.0,1334.0,0.0,0.0,0.0,Coincidencia exacta
2022-06-20,P003723,12.0,111.12,1333.44,1333.44,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,306331,1.0,,1332.72,,,,,No evaluable
2021-05-11,PS00006,1.0,1332.0,1332.0,1332.0,0.0,0.0,0.0,Coincidencia exacta
2021-06-11,PS00006,1.0,1332.0,1332.0,1332.0,0.0,0.0,0.0,Coincidencia exacta
2021-11-09,PS00006,1.0,1332.0,1332.0,1332.0,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,PS00006,1.0,,1332.0,,,,,No evaluable
2023-06-22,PS00006,1.0,1330.0,1330.0,1330.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-08,P005827,2.0,662.865265,1325.73053,1325.73053,0.0,0.0,0.0,Coincidencia exacta
2022-02-04,P002367,24.0,55.2345,1325.628,1325.628,0.0,0.0,0.0,Coincidencia exacta
2022-08-09,PS00006,1.0,1325.0,1325.0,1325.0,0.0,0.0,0.0,Coincidencia exacta
2023-10-20,PS00006,1.0,1325.0,1325.0,1325.0,0.0,0.0,0.0,Coincidencia exacta
2024-06-07,302622,1.0,,1324.44,,,,,No evaluable
2022-10-07,P005719,12.0,110.340833,1324.09,1324.0899960000002,3.999999762527295e-06,3.999999762527295e-06,3.0209425058170485e-09,Coincidencia exacta
2021-03-26,P001200,22.0,60.0,1320.0,1320.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-03,PS00006,1.0,1320.0,1320.0,1320.0,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,303973,22.0,,1320.0,,,,,No evaluable
2024-07-09,PS00006,1.0,,1320.0,,,,,No evaluable
2022-09-02,P005557,10.0,131.946,1319.46,1319.46,0.0,0.0,0.0,Coincidencia exacta
2023-09-20,P000042,110.0,11.986091,1318.47,1318.47001,-9.999999974752427e-06,9.999999974752427e-06,7.58454873812254e-09,Coincidencia exacta
2023-04-06,PS00006,1.0,1318.13,1318.13,1318.13,0.0,0.0,0.0,Coincidencia exacta
2022-05-20,P005568,77.5,17.0,1317.5,1317.5,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,400049,2.0,,1316.87,,,,,No evaluable
2025-09-01,400049,2.0,,1316.87,,,,,No evaluable
2021-12-01,P005330,2.0,577.5,1316.7,1155.0,161.70000000000005,161.70000000000005,0.12280701754385968,Diferencia material
2022-01-14,P005958,25.0,52.66,1316.5,1316.5,0.0,0.0,0.0,Coincidencia exacta
2024-02-20,303968,10.0,,1314.54,,,,,No evaluable
2025-05-01,PS00006,1.0,,1314.0,,,,,No evaluable
2024-09-03,PS00006,1.0,,1314.0,,,,,No evaluable
2024-09-18,301954,6.0,,1311.6,,,,,No evaluable
2025-06-01,305966,6.0,,1308.96,,,,,No evaluable
2023-05-16,P006001,50.0,26.1644,1308.220004,1308.22,3.999999989900971e-06,3.999999989900971e-06,3.057589684969357e-09,Coincidencia exacta
2025-08-01,PS00006,1.0,,1307.3,,,,,No evaluable
2025-07-01,400049,2.0,,1305.55,,,,,No evaluable
2023-06-13,P006229,8.0,163.18,1305.44,1305.44,0.0,0.0,0.0,Coincidencia exacta
2021-05-21,PS00006,1.0,1305.0,1305.0,1305.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-21,PS00006,1.0,1305.0,1305.0,1305.0,0.0,0.0,0.0,Coincidencia exacta
2021-08-19,P005173,1.0,1305.0,1305.0,1305.0,0.0,0.0,0.0,Coincidencia exacta
2023-10-04,PS00006,1.0,1305.0,1305.0,1305.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-05,P006711,2.0,651.624,1303.25,1303.248,0.0019999999999527063,0.0019999999999527063,1.5346249759851956e-06,Coincidencia exacta
2025-06-01,305999,1.0,,1303.12,,,,,No evaluable
2025-01-01,400049,2.0,,1303.04,,,,,No evaluable
2022-08-17,P001237,1.0,1302.69,1302.69,1302.69,0.0,0.0,0.0,Coincidencia exacta
2022-12-06,P003244,2.0,650.65,1301.3,1301.3,0.0,0.0,0.0,Coincidencia exacta
2023-01-10,P003244,2.0,650.65,1301.3,1301.3,0.0,0.0,0.0,Coincidencia exacta
2023-05-17,P003244,2.0,650.65,1301.3,1301.3,0.0,0.0,0.0,Coincidencia exacta
2024-12-30,400049,1.0,,1301.3,,,,,No evaluable
2021-03-10,PS00006,1.0,1301.0,1301.0,1301.0,0.0,0.0,0.0,Coincidencia exacta
2021-01-05,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2021-07-21,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2021-09-17,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2021-10-19,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2021-10-19,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2022-08-09,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-22,P005873,10.0,130.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-23,PS00006,1.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,Coincidencia exacta
2025-04-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-07-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-10-01,PS00006,1.0,,1300.0,,,,,No evaluable
2025-12-01,304603,2.0,,1300.0,,,,,No evaluable
2024-03-19,PS00006,1.0,,1300.0,,,,,No evaluable
2024-10-18,PS00006,1.0,,1300.0,,,,,No evaluable
2024-12-18,PS00006,1.0,,1300.0,,,,,No evaluable
2024-01-24,PS00006,1.0,,1300.0,,,,,No evaluable
2024-04-19,PS00006,1.0,,1300.0,,,,,No evaluable
2021-04-13,P002984,6.0,216.45,1298.7,1298.6999999999998,2.2737367544323206e-13,2.2737367544323206e-13,1.7507790516919386e-16,Coincidencia exacta
2023-02-17,P003244,2.0,648.449999,1296.899997,1296.899998,-1.0000001111620804e-06,1.0000001111620804e-06,7.710695608568812e-10,Coincidencia exacta
2025-06-01,301122,5.0,,1295.0,,,,,No evaluable
2021-07-22,PS00013,1.0,1294.1,1294.1,1294.1,0.0,0.0,0.0,Coincidencia exacta
2021-12-01,P003977,2.0,646.28,1292.56,1292.56,0.0,0.0,0.0,Coincidencia exacta
2021-11-04,P001217,76.0,17.0,1292.0,1292.0,0.0,0.0,0.0,Coincidencia exacta
2024-01-24,PS00006,1.0,,1292.0,,,,,No evaluable
2023-08-14,P005889,1.0,1291.1886,1291.1886,1291.1886,0.0,0.0,0.0,Coincidencia exacta
2021-03-02,PS00012,1.0,1291.0,1291.0,1291.0,0.0,0.0,0.0,Coincidencia exacta
2024-04-12,PS00006,1.0,,1290.0,,,,,No evaluable
2022-07-22,P005565,10.0,128.94,1289.4,1289.4,0.0,0.0,0.0,Coincidencia exacta
2023-04-22,PS00006,1.0,1288.95,1288.95,1288.95,0.0,0.0,0.0,Coincidencia exacta
2024-04-01,400053,110.0,,1288.8,,,,,No evaluable
2024-08-12,400115,10.0,,1287.33,,,,,No evaluable
2023-04-28,P005701,1.0,1285.37,1285.37,1285.37,0.0,0.0,0.0,Coincidencia exacta
2022-07-07,P003244,2.0,642.095,1284.19,1284.19,0.0,0.0,0.0,Coincidencia exacta
2021-04-22,PS00006,1.0,1282.5,1282.5,1282.5,0.0,0.0,0.0,Coincidencia exacta
2025-02-01,P006603,1.0,,1281.21,,,,,No evaluable
2025-04-01,PS00006,1.0,,1280.25,,,,,No evaluable
2025-04-01,PS00006,1.0,,1280.25,,,,,No evaluable
2021-09-01,P004450,1.0,1280.0,1280.0,1280.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-01,PS00006,1.0,1280.0,1280.0,1280.0,0.0,0.0,0.0,Coincidencia exacta
2023-02-03,P007227,1.0,1280.0,1280.0,1280.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-10,P007227,1.0,1280.0,1280.0,1280.0,0.0,0.0,0.0,Coincidencia exacta
2024-06-19,PS00006,1.0,,1280.0,,,,,No evaluable
2022-11-09,P003935,2.0,639.995,1279.99,1279.99,0.0,0.0,0.0,Coincidencia exacta
2022-02-09,P003442,19.0,67.29,1278.51,1278.5100000000002,-2.2737367544323206e-13,2.2737367544323206e-13,1.7784270396260652e-16,Coincidencia exacta
2021-10-21,PS00012,1.0,1278.24,1278.24,1278.24,0.0,0.0,0.0,Coincidencia exacta
2022-07-22,P005531,1.0,1277.91,1277.91,1277.91,0.0,0.0,0.0,Coincidencia exacta
2022-08-09,PS00006,1.0,1275.0,1275.0,1275.0,0.0,0.0,0.0,Coincidencia exacta
2025-09-01,PS00006,1.0,,1275.0,,,,,No evaluable
2025-07-01,P005701,1.0,,1274.6,,,,,No evaluable
2024-03-25,PS00006,1.0,,1273.4,,,,,No evaluable
2023-07-21,P002938,6.0,212.0,1272.0,1272.0,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,PS00006,1.0,,1272.0,,,,,No evaluable
2022-07-14,P004424,3.0,423.95,1271.85,1271.85,0.0,0.0,0.0,Coincidencia exacta
2022-07-14,P004424,3.0,423.95,1271.85,1271.85,0.0,0.0,0.0,Coincidencia exacta
2021-11-18,PS00006,1.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,Coincidencia exacta
2021-11-18,PS00013,1.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-07,PS00009,1.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-07,PS00009,1.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,Coincidencia exacta
2023-12-08,P008553,1.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,Coincidencia exacta
2024-12-18,PS00006,1.0,,1270.0,,,,,No evaluable
2023-07-10,P001238,2.0,634.765002,1269.530004,1269.530004,0.0,0.0,0.0,Coincidencia exacta
2022-11-01,PS00006,1.0,1268.75,1268.75,1268.75,0.0,0.0,0.0,Coincidencia exacta
2024-07-22,PS00006,1.0,,1267.47,,,,,No evaluable
2024-08-13,PS00006,1.0,,1266.0,,,,,No evaluable
2023-10-05,PS00001,1.0,1265.4,1265.4,1265.4,0.0,0.0,0.0,Coincidencia exacta
2025-09-01,305028,4.0,,1263.62,,,,,No evaluable
2021-06-18,P005946,1.0,1263.06,1263.06,1263.06,0.0,0.0,0.0,Coincidencia exacta
2022-09-20,P005658,5.0,252.6075,1263.0375,1263.0375,0.0,0.0,0.0,Coincidencia exacta
2024-10-16,PS00006,1.0,,1261.73,,,,,No evaluable
2021-12-14,PS00006,1.0,1260.0,1260.0,1260.0,0.0,0.0,0.0,Coincidencia exacta
2021-12-15,PS00006,1.0,1260.0,1260.0,1260.0,0.0,0.0,0.0,Coincidencia exacta
2023-09-08,PS00006,1.0,1260.0,1260.0,1260.0,0.0,0.0,0.0,Coincidencia exacta
2023-10-02,PS00006,1.0,1260.0,1260.0,1260.0,0.0,0.0,0.0,Coincidencia exacta
2024-06-19,PS00006,1.0,,1260.0,,,,,No evaluable
2024-07-09,304351,20.0,,1259.28,,,,,No evaluable
2023-04-20,P005949,1.0,1259.12325,1259.12325,1259.12325,0.0,0.0,0.0,Coincidencia exacta
2021-09-10,PS00013,1.0,1256.67,1256.67,1256.67,0.0,0.0,0.0,Coincidencia exacta
2023-09-11,PS00006,1.0,1256.0,1256.0,1256.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-06,P005192,1.0,1255.0,1255.0,1255.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-10,PS00006,1.0,1254.91,1254.91,1254.91,0.0,0.0,0.0,Coincidencia exacta
2023-07-20,P000198,4.0,313.6,1254.4,1254.4,0.0,0.0,0.0,Coincidencia exacta
2023-08-21,P005480,4.0,313.6,1254.4,1254.4,0.0,0.0,0.0,Coincidencia exacta
2021-08-20,PS00006,1.0,1254.0,1254.0,1254.0,0.0,0.0,0.0,Coincidencia exacta
2021-09-07,PS00006,1.0,1254.0,1254.0,1254.0,0.0,0.0,0.0,Coincidencia exacta
2023-10-20,PS00006,1.0,1254.0,1254.0,1254.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-01,P005622,17.0,73.68,1252.56,1252.5600000000002,-2.2737367544323206e-13,2.2737367544323206e-13,1.8152717270488604e-16,Coincidencia exacta
2023-07-06,P007265,2.0,596.0,1251.6,1192.0,59.59999999999991,59.59999999999991,0.04761904761904755,Diferencia menor
2022-07-20,PS00006,1.0,1251.0,1251.0,1251.0,0.0,0.0,0.0,Coincidencia exacta
2021-08-18,PS00006,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2021-11-04,P001195,25.0,50.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-04,PS00009,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-22,PS00006,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2023-01-10,PS00006,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-04,PS00006,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-17,PS00006,1.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,301122,5.0,,1250.0,,,,,No evaluable
2025-07-01,PS00006,1.0,,1250.0,,,,,No evaluable
2025-11-01,301081,5.0,,1250.0,,,,,No evaluable
2024-06-10,PS00006,1.0,,1250.0,,,,,No evaluable
2024-10-18,PS00006,1.0,,1250.0,,,,,No evaluable
2024-08-02,PS00006,1.0,,1250.0,,,,,No evaluable
2024-03-20,PS00006,1.0,,1250.0,,,,,No evaluable
2024-05-15,PS00006,1.0,,1250.0,,,,,No evaluable
2024-08-07,PS00006,1.0,,1250.0,,,,,No evaluable
2024-07-17,PS00006,1.0,,1250.0,,,,,No evaluable
2024-05-20,PS00006,1.0,,1250.0,,,,,No evaluable
2024-09-11,PS00006,1.0,,1250.0,,,,,No evaluable
2024-06-04,PS00006,1.0,,1248.81,,,,,No evaluable
2024-04-23,PS00006,1.0,,1248.75,,,,,No evaluable
2024-08-07,PS00006,1.0,,1248.48,,,,,No evaluable
2024-08-06,PS00006,1.0,,1248.48,,,,,No evaluable
2024-09-20,900501,10.0,,1248.0,,,,,No evaluable
2021-10-29,P005297,1.0,1247.25,1247.25,1247.25,0.0,0.0,0.0,Coincidencia exacta
2024-04-09,400053,110.0,,1246.15,,,,,No evaluable
2024-07-10,304647,1.0,,1244.0,,,,,No evaluable
2022-04-20,P001217,71.0,17.5,1242.5,1242.5,0.0,0.0,0.0,Coincidencia exacta
2023-05-10,P005927,92.0,13.5,1242.0,1242.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-24,P004793,8.0,145.0,1241.2,1160.0,81.20000000000005,81.20000000000005,0.06542056074766359,Diferencia material
2025-09-01,400045,2.0,,1240.94,,,,,No evaluable
2025-06-01,PS00006,1.0,,1240.6,,,,,No evaluable
2025-07-01,PS00006,1.0,,1240.0,,,,,No evaluable
2025-07-01,400045,2.0,,1239.61,,,,,No evaluable
2024-02-20,303988,6.0,,1239.18,,,,,No evaluable
2021-06-11,P000330,100.0,12.375,1237.5,1237.5,0.0,0.0,0.0,Coincidencia exacta
2023-12-04,PS00006,1.0,1237.5,1237.5,1237.5,0.0,0.0,0.0,Coincidencia exacta
2025-05-01,306455,6.0,,1237.17,,,,,No evaluable
2021-09-07,PS00008,1.0,1236.89,1236.89,1236.89,0.0,0.0,0.0,Coincidencia exacta
2021-03-09,P005390,6.0,206.1,1236.6,1236.6,0.0,0.0,0.0,Coincidencia exacta
2021-03-09,P005394,6.0,206.1,1236.6,1236.6,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,400045,2.0,,1235.46,,,,,No evaluable
2021-04-22,PS00006,1.0,1235.0,1235.0,1235.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-06,PS00006,1.0,1235.0,1235.0,1235.0,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,P000807,4.0,,1234.0,,,,,No evaluable
2024-10-07,PS00006,1.0,,1233.0,,,,,No evaluable
2021-09-17,P003981,12.0,102.74,1232.88,1232.8799999999999,2.2737367544323206e-13,2.2737367544323206e-13,1.8442482272664984e-16,Coincidencia exacta
2025-06-01,300958,3.0,,1232.86,,,,,No evaluable
2025-02-01,PS00006,1.0,,1230.0,,,,,No evaluable
2025-08-01,900364,82.0,,1230.0,,,,,No evaluable
2024-07-17,PS00006,1.0,,1230.0,,,,,No evaluable
2024-07-17,PS00006,1.0,,1230.0,,,,,No evaluable
2021-12-08,PS00006,1.0,1228.0,1228.0,1228.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-22,PS00001,1.0,1226.47,1226.47,1226.47,0.0,0.0,0.0,Coincidencia exacta
2023-08-04,P002382,2.0,612.8,1225.6,1225.6,0.0,0.0,0.0,Coincidencia exacta
2023-08-07,PS00006,1.0,1225.6,1225.6,1225.6,0.0,0.0,0.0,Coincidencia exacta
2025-04-01,400045,2.0,,1225.21,,,,,No evaluable
2021-10-11,PS00009,1.0,1225.0,1225.0,1225.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-08,PS00006,1.0,1225.0,1225.0,1225.0,0.0,0.0,0.0,Coincidencia exacta
2022-06-01,P002601,100.0,12.25,1225.0,1225.0,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,PS00006,1.0,,1225.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,1225.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,1225.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,1225.0,,,,,No evaluable
2022-05-06,PS00006,1.0,1224.0,1224.0,1224.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-07,PS00009,1.0,1224.0,1224.0,1224.0,0.0,0.0,0.0,Coincidencia exacta
2023-02-01,PS00006,1.0,1224.0,1224.0,1224.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-16,P002382,2.0,611.870001,1223.740003,1223.740002,9.99999883788405e-07,9.99999883788405e-07,8.171669483198263e-10,Coincidencia exacta
2022-09-06,P005679,1.0,1222.17,1222.17,1222.17,0.0,0.0,0.0,Coincidencia exacta
2024-03-18,PS00006,1.0,,1221.08,,,,,No evaluable
2025-09-01,400045,2.0,,1220.08,,,,,No evaluable
2022-09-13,P002382,2.0,609.85,1219.7,1219.7,0.0,0.0,0.0,Coincidencia exacta
2023-08-07,P002383,2.0,608.199998,1216.4,1216.399996,3.999999989900971e-06,3.999999989900971e-06,3.288391968021186e-09,Coincidencia exacta
2024-10-18,900152,4.0,,1214.99,,,,,No evaluable
2023-09-01,PS00006,1.0,1210.6,1210.6,1210.6,0.0,0.0,0.0,Coincidencia exacta
2022-11-08,P002375,2.0,605.079998,1210.159996,1210.159996,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,PS00006,1.0,,1210.0,,,,,No evaluable
2024-10-14,PS00006,1.0,,1210.0,,,,,No evaluable
2023-06-15,P007941,4.0,302.46,1209.84,1209.84,0.0,0.0,0.0,Coincidencia exacta
2021-03-09,P005367,6.0,201.6,1209.6,1209.6,0.0,0.0,0.0,Coincidencia exacta
2022-05-20,P005574,28.8,42.0,1209.6,1209.6000000000001,-2.2737367544323206e-13,2.2737367544323206e-13,1.8797426871960324e-16,Coincidencia exacta
2025-03-01,400045,2.0,,1209.57,,,,,No evaluable
2025-06-01,305974,12.0,,1209.57,,,,,No evaluable
2025-08-01,306135,4.0,,1208.38,,,,,No evaluable
2023-10-09,P003839,1.0,1208.37,1208.37,1208.37,0.0,0.0,0.0,Coincidencia exacta
2024-02-20,301385,400.0,,1207.6,,,,,No evaluable
2024-09-10,304804,1.0,,1206.67,,,,,No evaluable
2023-10-09,P003884,1.0,1206.58,1206.58,1206.58,0.0,0.0,0.0,Coincidencia exacta
2021-05-13,PS00006,1.0,1205.0,1205.0,1205.0,0.0,0.0,0.0,Coincidencia exacta
2021-03-09,P005403,12.0,100.4,1204.8,1204.8000000000002,-2.2737367544323206e-13,2.2737367544323206e-13,1.8872317018860563e-16,Coincidencia exacta
2025-08-01,302699,4.0,,1203.6,,,,,No evaluable
2022-02-03,P003983,12.0,100.21,1202.52,1202.52,0.0,0.0,0.0,Coincidencia exacta
2023-05-13,P006020,3.0,400.556667,1201.670001,1201.670001,0.0,0.0,0.0,Coincidencia exacta
2023-08-07,P002381,2.0,600.729998,1201.46,1201.459996,3.999999989900971e-06,3.999999989900971e-06,3.3292826976353528e-09,Coincidencia exacta
2023-08-02,PS00009,1.0,1200.88,1200.88,1200.88,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,P000599,5.0,,1200.86,,,,,No evaluable
2022-12-01,P005578,4000.0,0.3,1200.000001,1200.0,1.0000001111620804e-06,1.0000001111620804e-06,8.333334252739557e-10,Coincidencia exacta
2021-02-22,PS00006,1.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-05,P003985,12.0,100.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-08,PS00006,1.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-04,PS00003,1.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-10,P003805,40.0,30.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-06-01,PS00006,1.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
2021-06-10,PS00006,1.0,1200.0,1200.0,1200.0,0.0,0.0,0.0,Coincidencia exacta
